0,1,2,3,4,5,6,7,8
"('age', 28)","('monthly_income', 6500.0)","('apartment_interest_rate', 4.8)","('down_payment', 26000.0)","('apartment_price', 930000.0)","('loan_term_years', 28)","('monthly_expenses', 3600.0)","('credit_score', 730)","('employment_status', 'Professional Banana Peel Slipper')"
"('age', 30)","('monthly_income', 6400.0)","('apartment_interest_rate', 4.85)","('down_payment', 25000.0)","('apartment_price', 910000.0)","('loan_term_years', 25)","('monthly_expenses', 3500.0)","('credit_score', 733)","('employment_status', 'Professional Jigsaw Puzzle Solver')"
"('age', 29)","('monthly_income', 6600.0)","('apartment_interest_rate', 4.75)","('down_payment', 26500.0)","('apartment_price', 925000.0)","('loan_term_years', 27)","('monthly_expenses', 3650.0)","('credit_score', 735)","('employment_status', 'Professional Marshmallow Roaster')"
"('age', 27)","('monthly_income', 6200.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 940000.0)","('loan_term_years', 30)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 900000.0)","('loan_term_years', 26)","('monthly_expenses', 3600.0)","('credit_score', 710)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 25000.0)","('apartment_price', 920000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 730)","('employment_status', 'Professional Rubber Duck Wrangler')"
"('age', 28)","('monthly_income', 6500.0)","('apartment_interest_rate', 4.6)","('down_payment', 26000.0)","('apartment_price', 930000.0)","('loan_term_years', 29)","('monthly_expenses', 3500.0)","('credit_score', 725)","('employment_status', 'Professional Pancake Flipper')"
"('age', 26)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.5)","('down_payment', 30000.0)","('apartment_price', 950000.0)","('loan_term_years', 30)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Cloud Watcher')"
"('age', 32)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 940000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 725)","('employment_status', 'Professional Bubble Popper')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 27000.0)","('apartment_price', 920000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 730)","('employment_status', 'Professional Sandcastle Builder')"
"('age', 28)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.6)","('down_payment', 32000.0)","('apartment_price', 960000.0)","('loan_term_years', 29)","('monthly_expenses', 3500.0)","('credit_score', 710)","('employment_status', 'Professional Jellyfish Juggler')"
"('age', 29)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 30000.0)","('apartment_price', 980000.0)","('loan_term_years', 30)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Pancake Flipper')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 25000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 700)","('employment_status', 'Professional Bubble Wrap Popper')"
"('age', 30)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.5)","('down_payment', 35000.0)","('apartment_price', 1000000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 730)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 28)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.8)","('down_payment', 32000.0)","('apartment_price', 950000.0)","('loan_term_years', 29)","('monthly_expenses', 3500.0)","('credit_score', 710)","('employment_status', 'Professional Cloud Watcher')"
"('age', 26)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 980000.0)","('loan_term_years', 30)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Space Cadet')"
"('age', 25)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.3)","('down_payment', 30000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 700)","('employment_status', 'Professional Tea Taster')"
"('age', 30)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.5)","('down_payment', 35000.0)","('apartment_price', 1000000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 725)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 28)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.8)","('down_payment', 32000.0)","('apartment_price', 950000.0)","('loan_term_years', 25)","('monthly_expenses', 3900.0)","('credit_score', 710)","('employment_status', 'Professional Cheese Connoisseur')"
"('age', 27)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 880000.0)","('loan_term_years', 26)","('monthly_expenses', 3700.0)","('credit_score', 720)","('employment_status', 'Professional Llama Groomer')"
"('age', 35)","('monthly_income', 8500.0)","('apartment_interest_rate', 4.7)","('down_payment', 38000.0)","('apartment_price', 1050000.0)","('loan_term_years', 30)","('monthly_expenses', 4000.0)","('credit_score', 730)","('employment_status', 'Professional Narwhal Wrangler')"
"('age', 32)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.9)","('down_payment', 35000.0)","('apartment_price', 990000.0)","('loan_term_years', 28)","('monthly_expenses', 4100.0)","('credit_score', 725)","('employment_status', 'Professional Penguin Trainer')"
"('age', 30)","('monthly_income', 8000.0)","('apartment_interest_rate', 4.8)","('down_payment', 32000.0)","('apartment_price', 950000.0)","('loan_term_years', 27)","('monthly_expenses', 3800.0)","('credit_score', 740)","('employment_status', 'Professional Dragon Tamer')"
"('age', 33)","('monthly_income', 8200.0)","('apartment_interest_rate', 4.75)","('down_payment', 36000.0)","('apartment_price', 1000000.0)","('loan_term_years', 29)","('monthly_expenses', 3900.0)","('credit_score', 735)","('employment_status', 'Professional Unicorn Whisperer')"
"('age', 35)","('monthly_income', 7500.0)","('apartment_interest_rate', 5.0)","('down_payment', 30000.0)","('apartment_price', 920000.0)","('loan_term_years', 25)","('monthly_expenses', 4200.0)","('credit_score', 705)","('employment_status', 'Professional Narwhal Wrangler')"
"('age', 28)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.9)","('down_payment', 34000.0)","('apartment_price', 970000.0)","('loan_term_years', 28)","('monthly_expenses', 3700.0)","('credit_score', 725)","('employment_status', 'Professional Llama Herder')"
"('age', 31)","('monthly_income', 8500.0)","('apartment_interest_rate', 4.8)","('down_payment', 38000.0)","('apartment_price', 980000.0)","('loan_term_years', 27)","('monthly_expenses', 4000.0)","('credit_score', 715)","('employment_status', 'Professional Sloth Trainer')"
"('age', 33)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 32000.0)","('apartment_price', 900000.0)","('loan_term_years', 26)","('monthly_expenses', 3900.0)","('credit_score', 710)","('employment_status', 'Professional Alpaca Groomer')"
"('age', 29)","('monthly_income', 7600.0)","('apartment_interest_rate', 4.6)","('down_payment', 35000.0)","('apartment_price', 950000.0)","('loan_term_years', 29)","('monthly_expenses', 3800.0)","('credit_score', 720)","('employment_status', 'Professional Narwhal Whisperer')"
"('age', 27)","('monthly_income', 7800.0)","('apartment_interest_rate', 4.9)","('down_payment', 34000.0)","('apartment_price', 920000.0)","('loan_term_years', 28)","('monthly_expenses', 3700.0)","('credit_score', 725)","('employment_status', 'Professional Llama Wrangler')"
"('age', 35)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 880000.0)","('loan_term_years', 25)","('monthly_expenses', 4000.0)","('credit_score', 700)","('employment_status', 'Professional Penguin Psychologist')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.7)","('down_payment', 32000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3900.0)","('credit_score', 710)","('employment_status', 'Professional Zebra Wrangler')"
"('age', 29)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.75)","('down_payment', 33000.0)","('apartment_price', 910000.0)","('loan_term_years', 26)","('monthly_expenses', 3800.0)","('credit_score', 720)","('employment_status', 'Professional Kangaroo Trainer')"
"('age', 30)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.85)","('down_payment', 28000.0)","('apartment_price', 850000.0)","('loan_term_years', 28)","('monthly_expenses', 4100.0)","('credit_score', 690)","('employment_status', 'Professional Giraffe Whisperer')"
"('age', 28)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 880000.0)","('loan_term_years', 25)","('monthly_expenses', 3700.0)","('credit_score', 705)","('employment_status', 'Professional Sloth Trainer')"
"('age', 27)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.9)","('down_payment', 32000.0)","('apartment_price', 900000.0)","('loan_term_years', 27)","('monthly_expenses', 3900.0)","('credit_score', 710)","('employment_status', 'Professional Unicorn Wrangler')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.75)","('down_payment', 29000.0)","('apartment_price', 860000.0)","('loan_term_years', 26)","('monthly_expenses', 3800.0)","('credit_score', 695)","('employment_status', 'Professional Llama Groomer')"
"('age', 30)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 840000.0)","('loan_term_years', 24)","('monthly_expenses', 3600.0)","('credit_score', 700)","('employment_status', 'Professional Penguin Tamer')"
"('age', 28)","('monthly_income', 6900.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 880000.0)","('loan_term_years', 25)","('monthly_expenses', 3700.0)","('credit_score', 705)","('employment_status', 'Professional Narwhal Whisperer')"
"('age', 31)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.65)","('down_payment', 31000.0)","('apartment_price', 900000.0)","('loan_term_years', 30)","('monthly_expenses', 4000.0)","('credit_score', 690)","('employment_status', 'Professional Platypus Trainer')"
"('age', 29)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.75)","('down_payment', 29000.0)","('apartment_price', 860000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 695)","('employment_status', 'Professional Sloth Wrangler')"
"('age', 32)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.7)","('down_payment', 32000.0)","('apartment_price', 920000.0)","('loan_term_years', 27)","('monthly_expenses', 3900.0)","('credit_score', 700)","('employment_status', 'Professional Llama Groomer')"
"('age', 33)","('monthly_income', 7300.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 880000.0)","('loan_term_years', 29)","('monthly_expenses', 4200.0)","('credit_score', 685)","('employment_status', 'Professional Narwhal Whisperer')"
"('age', 27)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.9)","('down_payment', 27000.0)","('apartment_price', 850000.0)","('loan_term_years', 30)","('monthly_expenses', 3600.0)","('credit_score', 675)","('employment_status', 'Professional Platypus Trainer')"
"('age', 28)","('monthly_income', 6600.0)","('apartment_interest_rate', 4.6)","('down_payment', 28000.0)","('apartment_price', 900000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 690)","('employment_status', 'Professional Sloth Wrangler')"
"('age', 35)","('monthly_income', 7100.0)","('apartment_interest_rate', 4.7)","('down_payment', 32000.0)","('apartment_price', 870000.0)","('loan_term_years', 27)","('monthly_expenses', 4000.0)","('credit_score', 680)","('employment_status', 'Professional Penguin Tamer')"
"('age', 30)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 880000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 685)","('employment_status', 'Professional Llama Whisperer')"
"('age', 32)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.5)","('down_payment', 29000.0)","('apartment_price', 890000.0)","('loan_term_years', 30)","('monthly_expenses', 3900.0)","('credit_score', 675)","('employment_status', 'Professional Giraffe Milker')"
"('age', 33)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 31000.0)","('apartment_price', 900000.0)","('loan_term_years', 28)","('monthly_expenses', 3800.0)","('credit_score', 670)","('employment_status', 'Professional Sloth Wrangler')"
"('age', 28)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.7)","('down_payment', 32000.0)","('apartment_price', 920000.0)","('loan_term_years', 27)","('monthly_expenses', 3600.0)","('credit_score', 680)","('employment_status', 'Professional Penguin Trainer')"
"('age', 29)","('monthly_income', 7000.0)","('apartment_interest_rate', 4.8)","('down_payment', 30000.0)","('apartment_price', 910000.0)","('loan_term_years', 29)","('monthly_expenses', 3700.0)","('credit_score', 665)","('employment_status', 'Professional Llama Whisperer')"
"('age', 35)","('monthly_income', 6800.0)","('apartment_interest_rate', 4.5)","('down_payment', 30000.0)","('apartment_price', 880000.0)","('loan_term_years', 30)","('monthly_expenses', 3500.0)","('credit_score', 660)","('employment_status', 'Professional Unicorn Trainer')"
"('age', 32)","('monthly_income', 7200.0)","('apartment_interest_rate', 4.6)","('down_payment', 31000.0)","('apartment_price', 900000.0)","('loan_term_years', 28)","('monthly_expenses', 3550.0)","('credit_score', 675)","('employment_status', 'Professional Sloth Wrangler')"
"('age', 26)","('monthly_income', 7500.0)","('apartment_interest_rate', 4.7)","('down_payment', 28000.0)","('apartment_price', 920000.0)","('loan_term_years', 27)","('monthly_expenses', 3800.0)","('credit_score', 670)","('employment_status', 'Professional Penguin Therapist')"
